,tweet,label
3872,our,real
3873,the,real
3874,a,fake
3875,the,fake
3876,stayathome,real
3877,rt,real
3878,we,real
3879,understand,real
3880,rt,fake
3881, ,real
3882,chlorine,fake
3883,all,fake
3884,be,real
3885,today,fake
3886,a,fake
3887,eleven,real
3888,vaccine,fake
3889,who,fake
3890,huge,fake
3891,rt,real
3892,coronavirusupdate,real
3893,while,real
3894,the,fake
3895,another,fake
3896,golf,fake
3897,pier,fake
3898,say,fake
3899,covid19,real
3900,text,fake
3901,people,fake
3902,we,real
3903,message,fake
3904,this,fake
3905,you,real
3906,dr,fake
3907,covid19,fake
3908,joe,fake
3909,unfortunately,real
3910,work,fake
3911,office,fake
3912,chief,fake
3913,ramnavmi,fake
3914,update,real
3915,untreated,real
3916,wonder,real
3917,some,real
3918,brazilian,fake
3919,rt,real
3920,because,fake
3921,indiafightscorona,real
3922,a,fake
3923,money,fake
3924, ,real
3925,for,real
3926,people,fake
3927,rent,fake
3928,former,fake
3929,intensive,real
3930,herd,fake
3931,film,fake
3932,bbc,fake
3933,tear,real
3934,those,fake
3935,prepare,real
3936,early,real
3937,late,real
3938,say,fake
3939,people,real
3940,I,fake
3941,state,real
3942,indiafightscorona,real
3943,an,fake
3944,hcp,real
3945,in,fake
3946,let,fake
3947,an,fake
3948,late,real
3949,californias,real
3950,if,fake
3951,the,fake
3952,decide,real
3953,the,fake
3954,thefred,fake
3955,facebook,fake
3956,gregmilamsky,real
3957,with,fake
3958,as,real
3959,bill,fake
3960,claim,fake
3961,as,real
3962,testing,fake
3963,you,real
3964,only,real
3965,if,real
3966,yesterday,real
3967,the,fake
3968,new,fake
3969,indian,fake
3970,lockdown,fake
3971,well,real
3972,rt,fake
3973,93,fake
3974,mr,fake
3975, ,real
3976,coronavirusupdates,real
3977,coronaviru,real
3978,lactancy,fake
3979,hear,real
3980,the,real
3981,utah,real
3982,three,real
3983,coronavirus,real
3984,medical,real
3985,chrisfairchild,real
3986,the,real
3987,indiafightscorona,real
3988,osmania,fake
3989,the,real
3990,icmr,real
3991,the,fake
3992,rt,real
3993,the,fake
3994,that,real
3995,the,real
3996,if,fake
3997,japanese,fake
3998,icymi,real
3999,a,fake
4000,indiafightscorona,real
4001,acc,real
4002,an,fake
4003,the,real
4004,rt,real
4005,if,fake
4006,disaster,fake
4007,a,fake
4008,brianstryker,real
4009,rt,real
4010,claim,fake
4011,nigella,fake
4012,as,real
4013,us,fake
4014,antiviral,real
4015,have,fake
4016,cctv,fake
4017,pool,real
4018,triump,fake
4019,the,fake
4020,as,real
4021, ,real
4022,the,real
4023,cardio,fake
4024,big,fake
4025,coronavirus,real
4026,member,fake
4027,the,fake
4028,coronavirusupdate,real
4029,our,real
4030,436,real
4031,indiafightscorona,real
4032,indiafightscorona,real
4033,rt,fake
4034,we,real
4035,president,fake
4036,82,fake
4037,news,fake
4038,south,fake
4039,pradhan,fake
4040,trump,fake
4041,covid19,fake
4042,pope,fake
4043,china,fake
4044,although,real
4045,trump,fake
4046,some,fake
4047,you,fake
4048,people,fake
4049,the,fake
4050,the,real
4051,seven,real
4052,rt,real
4053,if,real
4054,report,real
4055,nz,real
4056,feel,fake
4057,break,real
4058,late,real
4059,the,fake
4060,last,real
4061,familiafeeling,real
4062,rt,real
4063,there,fake
4064,audio,fake
4065,as,fake
4066,the,fake
4067,rt,real
4068,rt,real
4069,old,fake
4070,one,real
4071,bill,fake
4072,coronavirusupdates,real
4073,word,fake
4074,claim,fake
4075,a,fake
4076, ,real
4077,thing,fake
4078,even,real
4079,the,real
4080,president,fake
4081,kitchencone,real
4082,1,fake
4083,check,real
4084,kusaweir,fake
4085,covid19,real
4086,more,fake
4087,fox,fake
4088,be,real
4089,anybody,fake
4090,our,real
4091,coronavirus,fake
4092,the,real
4093,its,fake
4094,we,fake
4095,say,fake
4096,school,real
4097,joe,fake
4098,a,fake
4099,state,real
4100,darin,fake
4101,everyone,real
4102,as,real
4103,india,real
4104,queen,fake
4105,in,real
4106,the,fake
4107,rt,real
4108,the,fake
4109,smoker,real
4110,broiler,fake
4111,at,real
4112,cdcmmwr,real
4113,indiafightscorona,real
4114,colorful,fake
4115,nz,real
4116,at,real
4117,author,fake
4118,indiafightscorona,real
4119,take,real
4120,river,fake
4121,india,fake
4122,donald,fake
4123,we,real
4124,kmccready,real
4125,indiafightscorona,real
4126,base,real
4127,csp911,real
4128,father,real
4129,for,fake
4130,indiafightscorona,real
4131,nigeria,real
4132,regard,fake
4133,herd,fake
4134,george,fake
4135,rt,real
4136,indiafightscorona,real
4137,the,real
4138,worried,real
4139,coronavirusupdates,real
4140,810,real
4141,13464,real
4142,the,fake
4143,the,real
4144,as,real
4145,ontheground,real
4146,while,real
4147,facebook,fake
4148,kamala,fake
4149,prime,real
4150,give,fake
4151,image,fake
4152,a,fake
4153,yatezy84,fake
4154,and,fake
4155,a,real
4156,cdcmmwr,real
4157,a,fake
4158,mask,real
4159,false,fake
4160,wndlb,real
4161,indiafightscorona,real
4162,schedule,fake
4163,white,fake
4164,coronavirus,fake
4165,wuhan,fake
4166,now,fake
4167,our,real
4168,there,real
4169,the,real
4170,our,real
4171,as,real
4172,covid,fake
4173,current,real
4174,23k,real
4175,group,real
4176,video,fake
4177,over,real
4178,indiafightscorona,real
4179,all,fake
4180,indiafightscorona,real
4181,image,fake
4182,covid19,real
4183,coronavirusupdate,real
4184,covid19,fake
4185,start,fake
4186,accord,fake
4187,asxgold,real
4188,the,real
4189,goi,real
4190,under,fake
4191,onion,fake
4192,the,real
4193,coronavirusupdates,real
4194,faheemyounu,fake
4195,johnkin17583856,real
4196,president,fake
4197,a,fake
4198,rt,real
4199,yesterday,real
4200,president,fake
4201,muslims,fake
4202,wuhan,fake
4203,rt,real
4204,a,fake
4205,to,real
4206,new,fake
4207,news,fake
4208,droz,fake
4209,increase,fake
4210,auckland,real
4211,our,real
4212,most,fake
4213,9,real
4214,the,real
4215,an,real
4216,coronavirusupdates,real
4217,the,real
4218,a,fake
4219,rt,real
4220,avoid,fake
4221,video,fake
4222,what,real
4223,a,fake
4224,there,real
4225,coronavirus,real
4226,equitable,real
4227,cdc,real
4228,in,fake
4229,soros,fake
4230,a,real
4231,eight,real
4232,the,real
4233,our,real
4234,ten,real
4235,the,real
4236,acc,real
4237,place,fake
4238,factor,real
4239,yesterday,real
4240,people,fake
4241,a,fake
4242,michigan,fake
4243,say,fake
4244,covid19,fake
4245,coronavirusupdates,real
4246,french,fake
4247,note,real
4248,pm,fake
4249,we,real
4250,here,fake
4251,the,real
4252,cdc,fake
4253,14,real
4254,news,fake
4255,coronavirus,real
4256,coronavirus,fake
4257,a,fake
4258,covid19,real
4259,the,real
4260,once,real
4261,nation,fake
4262,know,real
4263,my,fake
4264,chinese,fake
4265,potential,real
4266,our,real
4267,osha,fake
4268,claim,fake
4269,industrial,fake
4270,rt,real
4271,five,fake
4272,from,fake
4273,4,real
4274,we,real
4275,coronavirus,fake
4276,at,real
4277,rt,real
4278,in,real
4279,death,fake
4280,jamiehartley10,fake
4281,disregard,real
4282,the,real
4283,india,real
4284,rt,real
4285,the,real
4286,waterford,fake
4287,coronavirusupdates,real
4288,about,real
4289,news,fake
4290,cumulative,real
4291,the,real
4292,update,real
4293,walmart,fake
4294,a,fake
4295,the,fake
4296,2,real
4297,hospital,fake
4298,coronavirus,real
4299,a,fake
4300,image,fake
4301,410,real
4302,no,fake
4303,indiafightscorona,real
4304,the,fake
4305,dr,real
4306,who,fake
4307,indiafightscorona,real
4308,a,real
4309,a,fake
4310,our,real
4311,telangana,fake
4312,coronavirus,fake
4313,today,real
4314,trump,fake
4315,about,real
4316,coronavirusupdates,real
4317,accord,fake
4318,the,real
4319,trump,fake
4320,oh,fake
4321,some,fake
4322,video,fake
4323,covid19,real
4324,coronaviru,real
4325,health,real
4326,with,real
4327,people,fake
4328,over,real
4329,please,real
4330,first,fake
4331,please,fake
4332,health,real
4333,our,real
4334,people,real
4335,mmmhappiness1,fake
4336,yesterday,real
4337,an,fake
4338,rt,real
4339,there,fake
4340,coronavirusupdates,real
4341,in,real
4342,robbiedocs,fake
4343,drink,fake
4344,nevada,fake
4345,we,fake
4346,news,fake
4347,an,fake
4348,local,fake
4349,a,fake
4350,to,real
4351,the,real
4352,matthancock,fake
4353,the,fake
4354,rt,real
4355,the,real
4356,why,fake
4357,twofold,real
4358,hcp,real
4359,between,fake
4360,in,real
4361,there,real
4362,our,real
4363,practice,real
4364,bill,fake
4365,we,fake
4366,news,fake
4367,unique,real
4368,a,fake
4369,covid19,real
4370,inconvenienttr5,fake
4371,pundit,fake
4372,before,fake
4373,for,real
4374,indiafightscorona,real
4375,break,real
4376,treat,real
4377,a,fake
4378,dyk,real
4379,coronavirus,real
4380,the,real
4381,india,fake
4382,the,fake
4383,the,real
4384,do,fake
4385,kylie,fake
4386,the,real
4387,the,real
4388,our,real
4389,since,real
4390,coronavirus,real
4391,over,real
4392,california,real
4393,osd,fake
4394,coronavirusupdates,real
4395,say,fake
4396,renowned,fake
4397,the,real
4398,there,fake
4399,as,real
4400,rt,fake
4401,icymi,fake
4402,jacob,real
4403,daily,real
4404,today,real
4405,an,real
4406,the,fake
4407,aiims,fake
4408,34000,real
4409,we,real
4410,the,real
4411,image,fake
4412,hackingdata,real
4413,in,fake
4414,an,fake
4415,rt,real
4416,the,fake
4417,break,fake
4418,there,real
4419,study,real
4420,trump,fake
4421,the,real
4422,we,real
4423,if,real
4424,track,real
4425,health,fake
4426,in,fake
4427,another,real
4428,man,fake
4429,and,real
4430,the,real
4431,kunfaaya,fake
4432,as,real
4433,could,real
4434,cabinet,real
4435,no,fake
4436,azithromycin,fake
4437,today,fake
4438,recipe,fake
4439,at,real
4440,separate,fake
4441,take,real
4442,florida,real
4443,see,fake
4444,russia,fake
4445,the,real
4446,I,fake
4447,the,fake
4448,illinois,real
4449,across,real
4450,jimcramer,fake
4451,as,real
4452,mathguy7,fake
4453,coronavirusupdates,real
4454,460,real
4455,the,fake
4456,9172020,fake
4457,over,fake
4458,five,fake
4459,the,fake
4460,colchicine,real
4461,give,real
4462,a,fake
4463,spain,fake
4464,military,fake
4465,this,fake
4466,what,real
4467,the,fake
4468,five,real
4469,it,real
4470,trump,fake
4471,watch,fake
4472,coronavirusupdates,real
4473,a,fake
4474,rt,real
4475,204,real
4476,gracieluann24,real
4477,325,real
4478,yesterday,real
4479,as,real
4480,nigeria,fake
4481,spain,fake
4482,covid19,fake
4483,indiafightscorona,real
4484,independent,fake
4485,a,fake
4486,claim,fake
4487,the,fake
4488,hospital,fake
4489,upon,real
4490,melburnian,fake
4491,patient,real
4492,indiafightscorona,real
4493,coronavirus,fake
4494,coronavirus,real
4495,cdc,fake
4496,indiafightscorona,real
4497,public,fake
4498,public,real
4499,an,fake
4500,indiafightscorona,real
4501,facewine,fake
4502,there,fake
4503,our,real
4504,a,fake
4505,film,fake
4506,broadly,real
4507,covid19nigeria,real
4508,you,fake
4509,govt,fake
4510,coronavirusupdates,real
4511,indiatv,fake
4512,man,fake
4513,if,real
4514,a,real
4515,we,fake
4516,crash,fake
4517,a,fake
4518,here,real
4519,rt,real
4520,boris,real
4521,the,real
4522,an,fake
4523,here,real
4524,update,real
4525,288,real
4526,people,fake
4527,sometimes,real
4528,we,real
4529,grow,real
4530,update,real
4531,white,fake
4532,after,real
4533,indiafightscorona,real
4534,john,real
4535,nine,real
4536,57,fake
4537,local,fake
4538,dr,fake
4539,tasuku,fake
4540,pms,real
4541,covid19,real
4542,a,real
4543,colorado,fake
4544,hcps,real
4545,tangerinelaw,real
4546,rt,real
4547,a,real
4548,kmedve,real
4549,nobody,fake
4550,state,real
4551,indiafightscorona,real
4552,proud,fake
4553,man,fake
4554,amitabh,fake
4555,doctor,fake
4556,today,real
4557,a,fake
4558,rt,real
4559,if,real
4560,rt,real
4561,arizonas,real
4562, ,real
4563,indiafightscorona,real
4564,rt,real
4565,former,fake
4566,rt,real
4567,can,fake
4568,coronavirus,real
4569,guess,fake
4570,air,real
4571,russias,fake
4572,another,real
4573,a,fake
4574,icmr,fake
4575,prior,fake
4576,so,fake
4577,who,fake
4578,covid19,real
4579,jared,fake
4580,a,fake
4581,what,fake
4582,indiafightscorona,real
4583,chancellor,real
4584,290,real
4585,laredo,fake
4586,break,real
4587,anjan1588,real
4588,garlic,fake
4589,who,real
4590,one,real
4591,brazilian,fake
4592,in,fake
4593,as,real
4594,covid19,real
4595,advice,fake
4596,coronavirusupdates,real
4597,all,real
4598,chloroquine,real
4599,faheemyounus,fake
4600,bill,fake
4601,if,fake
4602,india,fake
4603,new,real
4604,for,real
4605,early,real
4606,rt,real
4607,tight,real
4608,covid19,fake
4609,coronavirus,fake
4610,hospital,fake
4611,trumps,fake
4612,the,real
4613,bat,fake
4614,nostradamus,fake
4615,some,fake
4616,as,fake
4617,114,real
4618,rt,real
4619,state,fake
4620,these,fake
4621,elisa,fake
4622,hue,fake
4623,238,real
4624,indiafightscorona,real
4625,disney,fake
4626,profkarolsikora,real
4627,bidensoetoro,fake
4628,say,fake
4629,no,real
4630,yogrishiramdev,fake
4631,as,real
4632,we,real
4633,rt,real
4634,the,fake
4635,a,fake
4636,for,real
4637,we,real
4638,an,fake
4639,bandhugan,fake
4640,the,real
4641,the,fake
4642,poll,real
4643,say,fake
4644,herd,fake
4645,indian,fake
4646,new,real
4647,video,fake
4648,exhaustion,real
4649,mustard,fake
4650,there,real
4651,in,fake
4652,when,real
4653,union,fake
4654,death,real
4655,sadly,real
4656,if,fake
4657,pakistans,fake
4658,the,real
4659,covid19,fake
4660,as,real
4661,indiafightscorona,real
4662,say,fake
4663,where,fake
4664,there,fake
4665,italians,fake
4666,israel,fake
4667,1,real
4668,six,fake
4669,illinois,real
4670,this,real
4671,panda,fake
4672,current,real
4673,wear,fake
4674,rt,real
4675,tb,real
4676,indiafightscorona,real
4677,putin,fake
4678,as,real
4679,you,real
4680,indiafightscorona,real
4681,15,fake
4682,with,real
4683,rt,real
4684,the,fake
4685,restaurant,real
4686,where,real
4687,coronavirus,real
4688,a,fake
4689,new,fake
4690,say,fake
4691,president,fake
4692,our,real
4693,58,fake
4694,doctor,fake
4695,italy,fake
4696,something,real
4697,onethird,fake
4698,franklin,fake
4699,new,real
4700,use,real
4701,in,fake
4702,over,real
4703,if,real
4704,free,fake
4705,increase,real
4706,a,fake
4707,govrondesantis,fake
4708,indiafightscorona,real
4709,state,real
4710,acc,real
4711,protestor,real
4712,our,real
4713,while,fake
4714,madhya,fake
4715,the,fake
4716,coronavirus,real
4717,our,real
4718,air,real
4719,indiafightscorona,real
4720,group,real
4721,there,real
4722,yesterday,real
4723,italian,fake
4724,heymanitshayden,real
4725,573,real
4726,whitwyatt,real
4727,the,fake
4728,in,fake
4729,hydroxychloroquineis,fake
4730,wear,fake
4731,drdavidsamadi,fake
4732,in,real
4733,donald,fake
4734,break,fake
4735,he,real
4736,I,real
4737,the,fake
4738,coronavirus,real
4739,there,real
4740,coronavirusupdates,real
4741,people,fake
4742,you,fake
4743,back,real
4744,camila,fake
4745,state,real
4746,a,fake
4747,the,fake
4748,we,real
4749,a,fake
4750,product,fake
4751,poll,fake
4752,we,real
4753,late,real
4754,yesterday,real
4755,photo,fake
4756,princess,fake
4757,three,real
4758,one,real
4759,suspect,fake
4760,break,fake
4761,a,real
4762,late,real
4763,newly,real
4764,covid19,real
4765,lockdown,fake
4766,someone,fake
4767,a,fake
4768,be,fake
4769,the,real
4770,rt,real
4771,tejinderssodhi,fake
4772,a,real
4773,andrew,real
4774,rt,real
4775,manufacturer,real
4776,kidneytransplant,fake
4777,trumps,fake
4778,texas,fake
4779,agree,fake
4780,rt,real
4781,one,fake
4782,rt,real
4783,we,real
4784,ncdcinthenews,real
4785,all,real
4786,plan,real
4787,food,fake
4788,local,fake
4789,156,real
4790,a,fake
4791,our,real
4792,the,fake
4793,we,fake
4794,update,real
4795,frontline,real
4796,coronavirus,real
4797,if,real
4798,scale,real
4799,our,real
4800,south,real
4801,501,real
4802,a,fake
4803,senegal,fake
4804,for,real
4805,state,real
4806,a,fake
4807,indiafightscorona,real
4808,video,fake
4809,indiafightscorona,real
4810,coronavirusupdates,real
4811,those,real
4812,our,real
4813,bill,fake
4814,local,fake
4815,god,fake
4816,railway,fake
4817,although,real
4818,yesterdays,real
4819,in,real
4820,we,real
4821,ok,real
4822,prime,real
4823,goodwill,fake
4824,official,fake
4825,the,real
4826,the,fake
4827,scaleup,real
4828,a,fake
4829,yesterday,real
4830,a,fake
4831,base,real
4832,update,real
4833,coronavirusupdates,real
4834,update,real
4835,with,fake
4836,a,fake
4837,bharat,fake
4838,the,real
4839,covid19,real
4840,indiafightscorona,real
4841,indias,fake
4842,president,fake
4843,rt,real
4844,because,real
4845,nashville,fake
4846,the,fake
4847,plandemic,fake
4848,saint,fake
4849, ,real
4850,the,real
4851,covid19,real
4852,pennsylvania,real
4853,there,fake
4854,esmo,real
4855,president,fake
4856,the,fake
4857,coronavirus,fake
4858,coronavirusupdate,real
4859,2nd,real
4860,texas,real
4861,yesterday,real
4862,mississippi,real
4863,779,real
4864,ghana,fake
4865,whatthebit,fake
4866,indiafightscorona,real
4867,nation,fake
4868,texas,real
4869,the,real
4870,break,fake
4871,today,real
4872,indiafightscorona,real
4873,on,fake
4874,the,fake
4875,indiafightscorona,real
4876,blind,fake
4877,an,fake
4878,a,fake
4879,coronavirusupdate,real
4880,all,fake
4881,54,real
4882,rt,real
4883,break,real
4884,as,real
4885,on,real
4886,rt,real
4887,how,fake
4888,old,real
4889,telemedicine,real
4890,rt,real
4891,we,fake
4892,yesterday,real
4893,intrepid,fake
4894,the,real
4895,the,real
4896,cocaine,fake
4897,tribal,real
4898,coronavirusupdates,real
4899,shanghai,fake
4900,false,fake
4901,mother,real
4902,the,real
4903,who,fake
4904,lemon,fake
4905,photo,fake
4906,anak2422anak,real
4907,people,fake
4908,supermarket,fake
4909,say,fake
4910,a,fake
4911,indiafightscorona,real
4912,realdonaldtrump,fake
4913,rt,real
4914,the,fake
4915,kenyas,fake
4916,nz,real
4917,about,real
4918,doctor,fake
4919,even,real
4920,as,real
4921,now,fake
4922,child,real
4923,covid19,real
4924,rt,real
4925,central,fake
4926,the,real
4927,indian,fake
4928,truth,fake
4929,covid19,real
4930,many,real
4931,a,fake
4932,coronavirus,real
4933,covid19,real
4934,though,real
4935,china,fake
4936,covid19,fake
4937,rt,real
4938,a,fake
4939,as,real
4940,indias,fake
4941,who,fake
4942,one,real
4943,claim,fake
4944,nashville,fake
4945,a,fake
4946,our,real
4947,rt,real
4948,48,fake
4949, ,real
4950,315,real
4951,please,real
4952,big,real
4953,indias,real
4954,do,real
4955,death,real
4956,76,real
4957,one,fake
4958,panama,fake
4959,as,fake
4960,a,fake
4961,many,real
4962,the,fake
4963,justin,fake
4964,the,real
4965,irish,fake
4966,maduro,fake
4967,indiafightscorona,real
4968,the,real
4969,rt,real
4970,if,fake
4971,italian,fake
4972,rt,fake
4973,rt,fake
4974,branderzy,fake
4975,on,real
4976,a,fake
4977,35,real
4978,my,fake
4979,say,fake
4980,coronavirusupdate,real
4981,mask,fake
4982,airborne,fake
4983,rt,real
4984,the,fake
4985,the,real
4986,at,real
4987,our,real
4988,some,fake
4989,covid,real
4990,say,fake
4991,say,fake
4992,indiafightscorona,real
4993,as,real
4994,dr,fake
4995,stopthespreadofcorona,fake
4996,bill,fake
4997,test,real
4998,claim,fake
4999,news,fake
5000,our,real
5001,coronavirus,fake
5002,say,fake
5003,this,fake
5004,rt,real
5005,rt,real
5006,the,fake
5007,drink,fake
5008,not,fake
5009,be,fake
5010,this,fake
5011,indiafightscorona,real
5012,there,real
5013,florida,real
5014,president,fake
5015,pm,fake
5016,new,real
5017,the,real
5018,some,real
5019,the,fake
5020,a,fake
5021,president,fake
5022,cdc,real
5023,our,real
5024,israel,real
5025,corona,fake
5026,284,real
5027,late,real
5028,news,fake
5029,the,real
5030,rt,real
5031,coronavirus,real
5032,fda,real
5033,rt,real
5034,if,real
5035,as,real
5036,n95,fake
5037,there,fake
5038,video,fake
5039,protester,real
5040,I,fake
5041,the,fake
5042,a,fake
5043,alcohol,fake
5044,as,real
5045,as,real
5046,this,real
5047,indiafightscorona,real
5048,a,fake
5049,cheap,real
5050,american,fake
5051,image,fake
5052,influenza,fake
5053,james,fake
5054,everyone,fake
5055,coronavirus,fake
5056,look,real
5057,a,real
5058,saketgokhale,real
5059,mandilovell,real
5060,the,real
5061,the,real
5062,georgia,real
5063,america,fake
5064,while,fake
5065,recent,real
5066,drink,fake
5067,our,real
5068,as,real
5069,with,fake
5070,rightmove,real
5071,survey,real
5072,break,real
5073,an,fake
5074,icmr,real
5075,see,real
5076,thousand,fake
5077,kochi,fake
5078,coronavirus,fake
5079,indian,fake
5080,our,real
5081,the,real
5082,phase,fake
5083,say,fake
5084,mumbai,fake
5085,image,fake
5086,two,real
5087,take,fake
5088,a,fake
5089,rt,real
5090,rt,real
5091,the,real
5092,joe,fake
5093,hotel,fake
5094,sadly,real
5095,coronavirusupdates,real
5096,canada,fake
5097,yesterday,real
5098,today,real
5099,we,real
5100,it,fake
5101,congress,fake
5102,a,fake
5103,a,fake
5104,only,real
5105,study,real
5106,bitter,fake
5107,contact,real
5108,yesterday,real
5109,there,real
5110,a,fake
5111,as,real
5112,covid,real
5113,rt,real
5114,piabizlaw,real
5115,indiafightscorona,real
5116,a,fake
5117,say,fake
5118,it,real
5119,narvuntien,fake
5120,rt,real
5121,globuleak,fake
5122,the,fake
5123,headache,real
5124,swasthabharat,real
5125,who,real
5126,break,fake
5127,rt,fake
5128,twentytwo,real
5129,rt,real
5130,two,real
5131,trump,fake
5132,who,fake
5133,prime,fake
5134,aadajoli,fake
5135,manir,fake
